Anuv Jain,Gul,GUL,28 Aug 2024 09:29
Amit Trivedi,Wake Up Sid (Original Motion Picture Soundtrack) [Deluxe Edition],Iktara,28 Aug 2024 09:25
Pritam,Jab We Met,Tum Se Hi,28 Aug 2024 09:20
Aditya Rikhari,Samjho Na,Samjho Na,28 Aug 2024 09:17
Atif Aslam,Best of Romance: Atif Aslam & Pritam,Tera Hone Laga Hoon,28 Aug 2024 09:12
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,28 Aug 2024 09:08
Rashid Ali,Jaane Tu... Ya Jaane Na,Kabhi Kabhi Aditi,28 Aug 2024 09:04
Pritam,Once Upon A Time In Mumbaai,Pee Loon,28 Aug 2024 08:59
Aditya Rikhari,Faasle,Faasle,28 Aug 2024 08:56
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,28 Aug 2024 08:51
James Arthur,You,Car's Outside,28 Aug 2024 08:22
Rihanna,Unapologetic - Deluxe,Stay,28 Aug 2024 08:12
Zayn,Icarus Falls,Dusk Till Dawn (feat. Sia) - Radio Edit,28 Aug 2024 07:56
Sam Smith,Gloria,Unholy (feat. Kim Petras),28 Aug 2024 07:54
Taylor Swift,Lover,Lover,28 Aug 2024 07:41
Noah Cyrus,THE END OF EVERYTHING,July,28 Aug 2024 07:38
Tate McRae,THINK LATER,exes,28 Aug 2024 07:20
Tate McRae,THINK LATER,exes,28 Aug 2024 07:16
One Direction,FOUR (Deluxe),Night Changes,28 Aug 2024 07:12
David Kushner,Daylight,Daylight,28 Aug 2024 07:09
David Kushner,Daylight,Daylight,28 Aug 2024 07:03
One Direction,FOUR (Deluxe),Night Changes,28 Aug 2024 04:07
Tate McRae,TOO YOUNG TO BE SAD,you broke me first,28 Aug 2024 03:53
David Kushner,Daylight,Daylight,28 Aug 2024 03:50
Ashe,Ashlyn,Till Forever Falls Apart,27 Aug 2024 18:09
Troye Sivan,Blue Neighbourhood - Deluxe,YOUTH,27 Aug 2024 17:57
5 Seconds of Summer,Youngblood (Deluxe),Youngblood,27 Aug 2024 17:52
Niall Horan,Flicker (Deluxe),Too Much to Ask,27 Aug 2024 17:50
Katy Perry,Smile,Harleys in Hawaii,27 Aug 2024 17:43
Taylor Swift,folklore,cardigan,27 Aug 2024 17:32
Sabrina Carpenter,Singular Act II,Looking at Me,27 Aug 2024 17:27
Hayley Kiyoko,Demons,Demons,27 Aug 2024 17:25
Megan Thee Stallion,Good News,Body,27 Aug 2024 17:22
Sam Smith,Gloria,Unholy (feat. Kim Petras),27 Aug 2024 17:16
Todrick Hall,FEMULINE,BOTH,27 Aug 2024 17:14
Julia Michaels,Amethyst,Heaven,27 Aug 2024 17:10
Noah Cyrus,THE END OF EVERYTHING,July,27 Aug 2024 17:08
Marshmello,Silence,Silence,27 Aug 2024 17:02
Lewis Capaldi,Divinely Uninspired to a Hellish Extent (Extended Edition),Before You Go,27 Aug 2024 16:57
Kodaline,Politics of Living,Brother,27 Aug 2024 16:54
David Kushner,Daylight,Daylight,27 Aug 2024 16:49
David Kushner,Daylight,Daylight,27 Aug 2024 16:37
David Kushner,Daylight,Daylight,27 Aug 2024 16:32
Pritam,Yeh Jawaani Hai Deewani,Ghagra,27 Aug 2024 16:26
Ariana Grande,thank u next,7 rings,27 Aug 2024 15:52
Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,27 Aug 2024 15:49
Ed Sheeran,÷ (Deluxe),Perfect,27 Aug 2024 15:02
Maroon 5,Red Pill Blues (Deluxe),Girls Like You,27 Aug 2024 14:47
Justin Bieber,My World 2.0,Baby,27 Aug 2024 14:44
One Direction,FOUR (Deluxe),Night Changes,27 Aug 2024 14:40
Ariana Grande,Dangerous Woman,Side to Side,27 Aug 2024 14:36
Maroon 5,Red Pill Blues (Deluxe),Cold (feat. Future),27 Aug 2024 14:29
Justin Bieber,Purpose (Deluxe),Sorry,27 Aug 2024 14:25
Halsey,Manic,Without Me,27 Aug 2024 14:22
Wiz Khalifa,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),27 Aug 2024 14:14
Shawn Mendes,Handwritten,Stitches,27 Aug 2024 14:11
Ellie Goulding,恋したくなるラブソング,Love Me Like You Do,27 Aug 2024 14:07
Zayn,Icarus Falls,Dusk Till Dawn (feat. Sia) - Radio Edit,27 Aug 2024 14:02
Gym Class Heroes,The Papercut Chronicles II,Stereo Hearts (feat. Adam Levine),27 Aug 2024 13:49
Maroon 5,V,Animals,27 Aug 2024 13:45
Charlie Puth,Voicenotes,Attention,27 Aug 2024 13:41
Selena Gomez,Revival (Deluxe),Sober,27 Aug 2024 10:18
Ariana Grande,Dangerous Woman,Greedy,27 Aug 2024 10:13
Camila Cabello,Romance,Should've Said It,27 Aug 2024 10:09
Camila Cabello,Crying in the Club,Crying in the Club,27 Aug 2024 09:51
Ariana Grande,Dangerous Woman,Sometimes,27 Aug 2024 08:19
Troye Sivan,Bloom,Dance to This (feat. Ariana Grande),27 Aug 2024 08:15
Zayn,Mind of Mine (Deluxe Edition),Wrong (feat. Kehlani),27 Aug 2024 08:12
The Chainsmokers,Sick Boy,This Feeling,
Selena Gomez,Revival (Deluxe),Perfect,27 Aug 2024 08:08
Fifth Harmony,Reflection (Japan Deluxe Edition),Reflection,27 Aug 2024 08:04
Ariana Grande,Dangerous Woman,Thinking Bout You,27 Aug 2024 07:43
Sabrina Carpenter,Singular Act I,Paris,27 Aug 2024 07:39
Cashmere Cat,9,Adore,27 Aug 2024 07:36
Nicki Minaj,The Pinkprint,Get on Your Knees,27 Aug 2024 07:31
Selena Gomez,Fetish (feat. Gucci Mane),Fetish (feat. Gucci Mane),27 Aug 2024 07:29
Zayn,Mind of Mine (Deluxe Edition),Tio,27 Aug 2024 07:26
Ariana Grande,Dangerous Woman,Touch It,27 Aug 2024 07:22
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 07:15
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 07:11
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 07:06
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 07:01
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 06:57
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 06:52
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 06:47
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 06:43
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 06:38
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 06:33
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 06:29
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 06:24
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 06:19
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,27 Aug 2024 06:15
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),26 Aug 2024 15:01
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),26 Aug 2024 14:46
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),26 Aug 2024 14:42
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),26 Aug 2024 14:04
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),26 Aug 2024 13:58
Anuv Jain,Gul,GUL,26 Aug 2024 12:30
Ariana Grande,Positions,west side,26 Aug 2024 08:53
SZA,SOS,Kill Bill,26 Aug 2024 08:50
Kehlani,While We Wait,Nights Like This (feat. Ty Dolla $ign),26 Aug 2024 08:46
Shontelle,No Gravity,Impossible,26 Aug 2024 08:41
Kygo,It Ain't Me (with Selena Gomez),It Ain't Me (with Selena Gomez),26 Aug 2024 08:30
Dua Lipa,Dua Lipa (Deluxe),IDGAF,26 Aug 2024 05:14
The Chainsmokers,World War Joy,Who Do You Love,26 Aug 2024 04:52
Rihanna,Loud,Love The Way You Lie (Part II) - Pt. 2,26 Aug 2024 04:46
Eminem,The Eminem Show,Superman,26 Aug 2024 04:20
mgk,Binge,Rap Devil,26 Aug 2024 04:15
Logic,Confessions of a Dangerous Mind,Homicide (feat. Eminem),26 Aug 2024 04:11
Savannah Sgro,Until We Drink,Until We Drink,26 Aug 2024 04:07
Camila Cabello,Camila,Never Be the Same,25 Aug 2024 20:31
One Direction,Made in the A.M. (Deluxe Edition),Perfect,25 Aug 2024 20:27
Ariana Grande,My Everything - Deluxe,One Last Time,25 Aug 2024 20:24
Taylor Swift,1989,Wildest Dreams,25 Aug 2024 20:20
Taylor Swift,Lover,Lover,25 Aug 2024 20:17
Taylor Swift,Lover,Lover,25 Aug 2024 20:13
Taylor Swift,Lover,Lover,25 Aug 2024 20:09
Taylor Swift,Lover (Remix) [feat. Shawn Mendes],Lover (Remix) [feat. Shawn Mendes],25 Aug 2024 20:06
Taylor Swift,Lover,Lover,25 Aug 2024 20:02
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,25 Aug 2024 19:53
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,25 Aug 2024 16:21
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,25 Aug 2024 16:16
Anuv Jain,Gul,GUL,25 Aug 2024 15:25
Anuv Jain,Gul,GUL,25 Aug 2024 15:21
Zayn,Mind of Mine (Deluxe Edition),Pillowtalk,25 Aug 2024 12:34
Kr$na,FAR FROM OVER,Hola Amigo,25 Aug 2024 10:27
AUR,Tu hai kahan,Tu hai kahan,25 Aug 2024 10:07
Aditya Rikhari,Samjho Na,Samjho Na,25 Aug 2024 10:04
Anuv Jain,Husn,HUSN,25 Aug 2024 10:00
Anuv Jain,Meri Baaton Mein Tu,Meri Baaton Mein Tu,25 Aug 2024 09:57
Anuv Jain,Gul,GUL,25 Aug 2024 09:14
Anuv Jain,Gul,GUL,25 Aug 2024 09:03
Anuv Jain,Baarishein,Baarishein,25 Aug 2024 08:44
Anuv Jain,Baarishein,Baarishein,25 Aug 2024 08:30
Anuv Jain,Baarishein,Baarishein,25 Aug 2024 08:25
Anuv Jain,Husn,HUSN,25 Aug 2024 08:22
Anuv Jain,Husn,HUSN,25 Aug 2024 08:19
Anuv Jain,Gul,GUL,25 Aug 2024 08:10
Anuv Jain,Gul,GUL,25 Aug 2024 08:05
Anuv Jain,Gul,GUL,25 Aug 2024 08:02
Anuv Jain,Gul,GUL,25 Aug 2024 07:58
Anuv Jain,Gul,GUL,25 Aug 2024 07:54
Anuv Jain,Gul,GUL,25 Aug 2024 07:51
Lily Kincade,distracting myself,sweet n low,25 Aug 2024 07:48
Lily Kincade,distracting myself,sweet n low,25 Aug 2024 07:45
Lily Kincade,distracting myself,sweet n low,25 Aug 2024 07:42
Lily Kincade,distracting myself,sweet n low,25 Aug 2024 07:38
Lily Kincade,distracting myself,sweet n low,25 Aug 2024 07:35
Lily Kincade,distracting myself,sweet n low,25 Aug 2024 07:32
Lily Kincade,distracting myself,sweet n low,25 Aug 2024 07:28
Lily Kincade,distracting myself,sweet n low,25 Aug 2024 07:25
Kr$na,FAR FROM OVER,Hola Amigo,25 Aug 2024 07:21
Kr$na,FAR FROM OVER,Hola Amigo,25 Aug 2024 07:17
Kr$na,FAR FROM OVER,Hola Amigo,25 Aug 2024 07:14
Kr$na,FAR FROM OVER,Hola Amigo,25 Aug 2024 07:10
Kr$na,FAR FROM OVER,Hola Amigo,25 Aug 2024 05:37
Kr$na,FAR FROM OVER,Hola Amigo,25 Aug 2024 05:32
Kr$na,FAR FROM OVER,Hola Amigo,25 Aug 2024 05:28
Madan Mohan,Veer - Zaara,Main Yahaan Hoon,25 Aug 2024 05:20
Atif Aslam,Best Old Songs,Woh Lamhe Woh Baatein - From Zeher,25 Aug 2024 05:15
Rashid Khan,Jab We Met,Aaoge Jab Tum,25 Aug 2024 05:09
Pritam,Jannat (Original Motion Picture Soundtrack),Zara Sa,25 Aug 2024 05:04
KK,Om Shanti Om,Ajab Si,25 Aug 2024 04:59
Shankar-Ehsaan-Loy,Jhoom Barabar Jhoom,Bol Na Halke Halke,25 Aug 2024 04:53
Atif Aslam,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),Tera Hone Laga Hoon,25 Aug 2024 04:48
Atif Aslam,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),Tera Hone Laga Hoon,25 Aug 2024 04:19
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),24 Aug 2024 23:21
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,24 Aug 2024 16:46
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,24 Aug 2024 16:31
Kr$na,FAR FROM OVER,Hola Amigo,24 Aug 2024 16:19
Jasleen Royal,Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),24 Aug 2024 11:16
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,24 Aug 2024 11:14
Pritam,Yeh Jawaani Hai Deewani,Badtameez Dil,24 Aug 2024 11:10
Pav Dharia,Na Ja,Na Ja,24 Aug 2024 11:10
Pritam,Yeh Jawaani Hai Deewani,Badtameez Dil,24 Aug 2024 11:05
Benny Dayal,Race 2 (Original Motion Picture Soundtrack),Lat Lag Gayee,24 Aug 2024 11:01
Dominique Cerejo,Zindagi Na Milegi Dobara,Sooraj Ki Baahon Mein,24 Aug 2024 10:57
Yo Yo Honey Singh,Desi Kalakaar,Desi Kalakaar,24 Aug 2024 10:54
Prateek Kuhad,The Way That Lovers Do,Co2,24 Aug 2024 10:49
Camila Cabello,Romance,Feel It Twice,24 Aug 2024 10:46
Arijit Singh,Love Dose Arijit Singh,Suno- Na Sangemarmar (From Youngistaan),24 Aug 2024 10:42
Suriel Hess,Little Bit More,Little Bit More,24 Aug 2024 10:39
Voilà,Long Story Short,Figure You Out,24 Aug 2024 10:37
Camila Cabello,Romance,Should've Said It,24 Aug 2024 10:33
Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],bulleya,24 Aug 2024 10:27
Conan Gray,Superache,People Watching,24 Aug 2024 10:26
Why Don't We,BIG PLANS,What Am I,24 Aug 2024 10:23
Ayushmann Khurrana,Mere Liye Tum Kaafi Ho (From Shubh Mangal Zyada Saavdhan),Mere Liye Tum Kaafi Ho (From Shubh Mangal Zyada Saavdhan),24 Aug 2024 10:20
Ajay-Atul,Agneepath (Original Motion Picture Soundtrack),Abhi Mujh Mein Kahin,24 Aug 2024 10:14
Arijit Singh,Ultimate Love Songs - Arijit Singh,Itni Si Baat Hain (From Azhar),24 Aug 2024 10:10
Niall Horan,Heartbreak Weather,Black and White,24 Aug 2024 10:06
Shawn Mendes,Handwritten,Never Be Alone,24 Aug 2024 10:01
Ariana Grande,Positions,pov,24 Aug 2024 10:01
Ariana Grande,Positions,pov,24 Aug 2024 09:58
Arijit Singh,Love Dose Arijit Singh,Kabhi Jo Baadal Barse (From Jackpot),24 Aug 2024 09:54
Pritam,Dilwale (Original Motion Picture Soundtrack),Janam Janam,24 Aug 2024 09:50
Vishal Mishra,Janiye (from the Netflix Film Chor Nikal Ke Bhaga),Janiye (from the Netflix Film Chor Nikal Ke Bhaga),24 Aug 2024 09:37
Lewis Capaldi,Divinely Uninspired to a Hellish Extent (Extended Edition),Before You Go,24 Aug 2024 09:33
Jeet Gannguli,Khamoshiyan (Original Motion Picture Soundtrack),Khamoshiyan,24 Aug 2024 09:27
Pritam,Jannat (Original Motion Picture Soundtrack),Zara Sa,24 Aug 2024 09:21
Palak Muchhal,Best Of Palak Muchhal,Kaun Tujhe (From M.S.Dhoni - The Untold Story),24 Aug 2024 09:17
Anuv Jain,Alag Aasmaan,Alag Aasmaan,24 Aug 2024 09:13
AUR,Tu hai kahan,Tu hai kahan,24 Aug 2024 09:08
AUR,Tu hai kahan,Tu hai kahan,24 Aug 2024 09:04
AUR,Tu hai kahan,Tu hai kahan,24 Aug 2024 09:00
AUR,Tu hai kahan,Tu hai kahan,24 Aug 2024 08:55
AUR,Tu hai kahan,Tu hai kahan,24 Aug 2024 08:51
AUR,Tu hai kahan,Tu hai kahan,24 Aug 2024 08:47
Eminem,The Eminem Show,Superman,24 Aug 2024 07:35
Kr$na,FAR FROM OVER,Hola Amigo,24 Aug 2024 07:05
AUR,Tu hai kahan,Tu hai kahan,24 Aug 2024 07:00
Shankar-Ehsaan-Loy,My Name Is Khan (Original Motion Picture Soundtrack),Tere Naina,23 Aug 2024 20:10
Rihanna,Loud,Love The Way You Lie (Part II) - Pt. 2,23 Aug 2024 15:23
Kr$na,FAR FROM OVER,Hola Amigo,23 Aug 2024 15:23
Kr$na,FAR FROM OVER,Hola Amigo,23 Aug 2024 15:18
Logic,Confessions of a Dangerous Mind,Homicide (feat. Eminem),23 Aug 2024 15:14
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),23 Aug 2024 15:02
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),23 Aug 2024 14:57
Carys,Princesses Don't Cry,Princesses Don't Cry,23 Aug 2024 13:55
Sabrina Carpenter,Skin,Skin,23 Aug 2024 13:52
AUR,Tu hai kahan,Tu hai kahan,23 Aug 2024 13:47
Alex & Sierra,It's About Us,Little Do You Know,23 Aug 2024 13:44
One Direction,FOUR (Deluxe),Fool's Gold,23 Aug 2024 13:41
Taylor Swift,THE TORTURED POETS DEPARTMENT,Fortnight (feat. Post Malone),23 Aug 2024 13:36
Amit Trivedi,Celebrate Kai Po Che (Original Motion Picture Soundtrack),Shubhaarambh,23 Aug 2024 11:32
Carys,Princesses Don't Cry,Princesses Don't Cry,23 Aug 2024 11:28
Pritam,Once Upon A Time In Mumbaai,Pee Loon,23 Aug 2024 09:30
One Direction,Made in the A.M. (Deluxe Edition),Never Enough,23 Aug 2024 08:43
Lily Kincade,distracting myself,sweet n low,23 Aug 2024 08:21
Lily Kincade,distracting myself,sweet n low,23 Aug 2024 08:05
Sabrina Carpenter,Skin,Skin,23 Aug 2024 08:00
Tate McRae,TOO YOUNG TO BE SAD,you broke me first,23 Aug 2024 07:57
Sara Kays,Remember That Night?,Remember That Night?,23 Aug 2024 07:53
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),23 Aug 2024 07:48
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),23 Aug 2024 07:44
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 22:01
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 21:57
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 21:26
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 21:19
Demi Lovato,Demi,Heart Attack,22 Aug 2024 17:27
Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,22 Aug 2024 16:53
Ariana Grande,Dangerous Woman,Dangerous Woman,22 Aug 2024 16:48
DJ Snake,Encore,Let Me Love You,22 Aug 2024 16:45
Charlie Puth,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez),22 Aug 2024 16:30
Vishal Dadlani,Zindagi Na Milegi Dobara,Ik Junoon (Paint It Red),22 Aug 2024 16:24
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),22 Aug 2024 16:19
Amit Trivedi,I love you...forever,Iktara (From Wake Up Sid),22 Aug 2024 15:26
Atif Aslam,Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),Tu Jaane Na,22 Aug 2024 14:18
Ram Sampath,Sajni (From Laapataa Ladies),Sajni (From Laapataa Ladies),22 Aug 2024 14:17
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 14:14
Zedd,The Middle,The Middle,22 Aug 2024 13:16
Lewis Capaldi,Divinely Uninspired to a Hellish Extent (Extended Edition),Before You Go,22 Aug 2024 13:02
James Arthur,James Arthur (Deluxe),Impossible,22 Aug 2024 12:55
Kehlani,While We Wait,Nights Like This (feat. Ty Dolla $ign),22 Aug 2024 12:55
Rixton,Let the Road,Me and My Broken Heart,22 Aug 2024 12:52
Kehlani,While We Wait,Nights Like This (feat. Ty Dolla $ign),22 Aug 2024 12:52
Rixton,Let the Road,Me and My Broken Heart,22 Aug 2024 12:49
Jeet Gannguli,Khamoshiyan (Original Motion Picture Soundtrack),Khamoshiyan,22 Aug 2024 12:43
Noah Cyrus,THE END OF EVERYTHING,July,22 Aug 2024 12:40
Rihanna,Loud,Love The Way You Lie (Part II) - Pt. 2,22 Aug 2024 12:33
Carys,Princesses Don't Cry,Princesses Don't Cry,22 Aug 2024 12:30
Duncan Laurence,Small Town Boy (Track By Track),Arcade,22 Aug 2024 12:27
The Weeknd,My Dear Melancholy,Call Out My Name,22 Aug 2024 12:19
One Direction,Made in the A.M. (Deluxe Edition),Never Enough,22 Aug 2024 12:15
Amit Trivedi,Wake Up Sid (Original Motion Picture Soundtrack) [Deluxe Edition],Iktara,22 Aug 2024 12:10
Amit Trivedi,Wake Up Sid (Original Motion Picture Soundtrack) [Deluxe Edition],Iktara,22 Aug 2024 12:06
Amit Trivedi,Wake Up Sid (Original Motion Picture Soundtrack) [Deluxe Edition],Iktara,22 Aug 2024 12:01
Atif Aslam,Best of Romance: Atif Aslam & Pritam,Tu Jaane Na,22 Aug 2024 11:55
Jatin-Lalit,Fanaa,Chand Sifarish,22 Aug 2024 11:40
The Chainsmokers,Sick Boy,This Feeling,
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 09:48
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 09:45
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 09:38
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 09:34
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 09:28
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 09:25
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 09:19
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 08:48
Ram Sampath,Sajni (From Laapataa Ladies),Sajni (From Laapataa Ladies),22 Aug 2024 08:48
Ram Sampath,Sajni (From Laapataa Ladies),Sajni (From Laapataa Ladies),22 Aug 2024 08:45
Jasleen Royal,Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),22 Aug 2024 08:42
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 08:37
Ram Sampath,Sajni (From Laapataa Ladies),Sajni (From Laapataa Ladies),22 Aug 2024 08:34
Jasleen Royal,Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),22 Aug 2024 08:31
Jasleen Royal,Sang Rahiyo,Sang Rahiyo,22 Aug 2024 07:44
Ram Sampath,Sajni (From Laapataa Ladies),Sajni (From Laapataa Ladies),22 Aug 2024 07:41
Jasleen Royal,Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),22 Aug 2024 07:38
Pritam,Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],Ae Dil Hai Mushkil Title Track,22 Aug 2024 04:44
Sachet Tandon,Malang Sajna,Malang Sajna,22 Aug 2024 04:44
Jasleen Royal,Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),22 Aug 2024 04:38
Vishal Mishra,ANIMAL,Pehle Bhi Main,22 Aug 2024 04:34
AUR,Tu hai kahan,Tu hai kahan,22 Aug 2024 04:30
Anuv Jain,Baarishein,Baarishein,22 Aug 2024 04:06
Vishal-Shekhar,Student of the Year (Original Motion Picture Soundtrack),Ishq Wala Love,22 Aug 2024 03:50
Arijit Singh,Groove With Arijit Singh,Mast Magan (From 2 States),22 Aug 2024 03:45
Anuv Jain,Alag Aasmaan,Alag Aasmaan,22 Aug 2024 03:42
Jasleen Royal,Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),22 Aug 2024 03:38
AUR,Tu hai kahan,Tu hai kahan,22 Aug 2024 03:34
Rahat Fateh Ali Khan,Tera Mera Saath Ho,Rishte Naate - From De Dana Dan,22 Aug 2024 03:28
Rahat Fateh Ali Khan,Tera Mera Saath Ho,Rishte Naate - From De Dana Dan,22 Aug 2024 03:21
Jatin-Lalit,Fanaa,Chand Sifarish,22 Aug 2024 03:17
The Local train,Aalas Ka Pedh,Choo Lo,22 Aug 2024 02:58
Lucky Ali,Tamasha,Safarnama,21 Aug 2024 07:54
Amit Trivedi,Celebrate Kai Po Che (Original Motion Picture Soundtrack),Shubhaarambh,21 Aug 2024 07:50
Yashita Sharma,Dil Dhadakne Do,Gallan Goodiyaan,21 Aug 2024 07:45
Salim–Sulaiman,Band Baaja Baaraat,Ainvayi Ainvayi,21 Aug 2024 07:40
Amit Trivedi,Wake Up Sid (Original Motion Picture Soundtrack) [Deluxe Edition],Iktara,21 Aug 2024 07:34
Sachin-Jigar,Aayi Nai (From Stree 2),Aayi Nai (From Stree 2),21 Aug 2024 07:31
Rashid Ali,Jaane Tu... Ya Jaane Na,Kabhi Kabhi Aditi,21 Aug 2024 07:29
Anuv Jain,Meri Baaton Mein Tu,Meri Baaton Mein Tu,21 Aug 2024 07:19
Anuv Jain,Meri Baaton Mein Tu,Meri Baaton Mein Tu,21 Aug 2024 07:13
Anuv Jain,Gul,GUL,21 Aug 2024 06:37
Anuv Jain,Gul,GUL,21 Aug 2024 06:33
Aditya Rikhari,Faasle,Faasle,21 Aug 2024 06:17
Anuv Jain,Gul,GUL,21 Aug 2024 06:03
The Weeknd,Starboy,Party Monster,18 Aug 2024 12:12
Kehlani,While We Wait,Nights Like This (feat. Ty Dolla $ign),18 Aug 2024 11:14
Shontelle,No Gravity,Impossible,18 Aug 2024 11:10
J.Tajor,I Want You,I Want You,18 Aug 2024 10:56
SZA,SOS,Kill Bill,18 Aug 2024 10:53
Amit Trivedi,Songs of Love,Madhubala,18 Aug 2024 09:20
Jatin-Lalit,Fanaa,Chand Sifarish,18 Aug 2024 09:04
Aditya Rikhari,Samjho Na,Samjho Na,18 Aug 2024 09:01
Vishal-Shekhar,Bachna Ae Haseeno,Khuda Jaane,18 Aug 2024 08:55
Anuv Jain,Gul,GUL,18 Aug 2024 08:51
Pritam,Yeh Jawaani Hai Deewani,Subhanallah,18 Aug 2024 08:47
Atif Aslam,Best of Romance: Atif Aslam & Pritam,Tera Hone Laga Hoon,18 Aug 2024 08:42
Prateek Kuhad,Kasoor,Kasoor,18 Aug 2024 08:38
Amit Trivedi,Wake Up Sid (Original Motion Picture Soundtrack) [Deluxe Edition],Iktara,18 Aug 2024 08:33
Anuv Jain,Meri Baaton Mein Tu,Meri Baaton Mein Tu,18 Aug 2024 08:30
Pritam,Jab We Met,Tum Se Hi,18 Aug 2024 08:25
AUR,Tu hai kahan,Tu hai kahan,18 Aug 2024 08:20
King,Champagne Talk,Maan Meri Jaan,18 Aug 2024 08:17
Rashid Ali,Jaane Tu... Ya Jaane Na,Kabhi Kabhi Aditi,18 Aug 2024 08:13
